Account Code,Territory,Account Type,Key Account,Key Account Manager,Account Name,Account Manager
79187353,Neverwinter,No Key Account,No Key Account,No Key Account Manager,Gianfrancesco's Wall-Market Neverwinter,Mark Franceschi
23384707,Hundlestone,No Key Account,No Key Account,No Key Account Manager,Gianfrancesco's Warehouses Hundlestone,Heather Nugnes
49681470,Nykkar,Private Buyer,Private Buyer,Magnus Mortensen,Gilbert-Nguyen-Marchand Nykkar,Magnus Mortensen
82768803,Uluvin,Private Buyer,Private Buyer,Magnus Mortensen,Gilberto-Aranda-Capdevila Uluvin,Magnus Mortensen
71192916,Zabbasz,No Key Account,No Key Account,No Key Account Manager,Giorgia's Hammers & Anvils Zabbasz,Febe Sullivan
63065934,Malaxer,No Key Account,No Key Account,No Key Account Manager,Giorgia's Mounts Malaxer,William Coste
58725407,Marsember,No Key Account,No Key Account,No Key Account Manager,Giorgia's Provisions Marsember,Lauren Masiak
82211350,Adama's Tooth,No Key Account,No Key Account,No Key Account Manager,Giulio's Boats & Floats Adama's Tooth,Bridget Tichá
65999500,Nexal,No Key Account,No Key Account,No Key Account Manager,Giulio's Discounts Nexal,Kryštof Šťastný
61379694,Amruthar,No Key Account,No Key Account,No Key Account Manager,Giulio's Repositories Amruthar,Hans-Rainer Miller
87410672,Skuld,No Key Account,No Key Account,No Key Account Manager,Giulio's Rook Skuld,Lacey Bodin
90208957,Darromar,No Key Account,No Key Account,No Key Account Manager,Glauco's Hammers & Anvils Darromar,Bruno Kadlec
25633934,Arrabar,No Key Account,No Key Account,No Key Account Manager,Glauco's Summons Arrabar,Rafał Jackson
84603692,Candlekeep,Private Buyer,Private Buyer,Magnus Mortensen,Glenda-Hill Candlekeep,Magnus Mortensen
93129677,Eshpurta,Private Buyer,Private Buyer,Magnus Mortensen,Gloria-Taylor Eshpurta,Magnus Mortensen
75229111,Daerlun,No Key Account,No Key Account,No Key Account Manager,Gnomish Scrolls Daerlun,Veronica Humphrey
16437673,Huzuz,No Key Account,No Key Account,No Key Account Manager,Gnomish Tradeshops Huzuz,Carolyn Scott
62745769,Ogden,No Key Account,No Key Account,No Key Account Manager,Golden Instruments Ogden,Isabella Suda
37277401,Waterdeep,No Key Account,No Key Account,No Key Account Manager,Golden Trades & Such Waterdeep,Josh Blanc
24492430,Goldenfields,Key Account,Nobility,Eric the Cleric,Goldenfields Nobility,None
70447418,Targos,No Key Account,No Key Account,No Key Account Manager,Golem's Summons Targos,Noemí Brown
91221508,Dilpur,No Key Account,No Key Account,No Key Account Manager,Golem's Wall-Market Dilpur,Danielle Kidawa
54354786,Secomber,No Key Account,No Key Account,No Key Account Manager,Gonzalo's Steel Secomber,Gabrielle Cameron
62673078,Menzoberranzan,No Key Account,No Key Account,No Key Account Manager,Gonzalo's Stocks Menzoberranzan,Ariadna Lombard
70697027,Azureleaf,No Key Account,No Key Account,No Key Account Manager,Good Armorsmithing Azureleaf,Rafał Jackson
96668082,Gracklstugh,Key Account,House of Wonders,Aewynn Aasimar,Gracklstugh House of Wonders,None
62896584,Purple Rock Isles,No Key Account,No Key Account,No Key Account Manager,Graff's Arrows Purple Rock Isles,Carrie Adams
71724238,Phannaskul,Private Buyer,Private Buyer,Magnus Mortensen,Graham-Price Phannaskul,Magnus Mortensen
62033060,Ironspur,No Key Account,No Key Account,No Key Account Manager,Great Trades Ironspur,Ariadna Lombard
13377307,Citadel Felbarr,No Key Account,No Key Account,No Key Account Manager,Green Encounters Citadel Felbarr,Rafał Jackson
19338058,Murann,No Key Account,No Key Account,No Key Account Manager,Gregory's Garages Murann,William Coste
62413739,Tilbrand,No Key Account,No Key Account,No Key Account Manager,Gregory's Studios Tilbrand,Kryštof Šťastný
28571028,Singing Sands,No Key Account,No Key Account,No Key Account Manager,Gregory's Workrooms Singing Sands,Mark Franceschi
88649385,Telos City,Private Buyer,Private Buyer,Magnus Mortensen,Gregory-Kramer Telos City,Magnus Mortensen
77561610,Duskan,No Key Account,No Key Account,No Key Account Manager,Gryphon's Elixirs Duskan,Yvonne Livingston
63537056,Arkanax,No Key Account,No Key Account,No Key Account Manager,Gryphon's Potions & More Arkanax,William Coste
84807909,Nyth,No Key Account,No Key Account,No Key Account Manager,Gryphon's Shops Nyth,Carolyn Scott
53610209,Krenalir,No Key Account,No Key Account,No Key Account Manager,Gunnar's Foundries Krenalir,Patrick Němcová
66950616,Fort Belurian,No Key Account,No Key Account,No Key Account Manager,Gunnar's Scrolls Fort Belurian,Margaret Toscanini
49158384,Myratma,No Key Account,No Key Account,No Key Account Manager,Guy's Pantries Myratma,Lilly Álvaro
56336718,Mussum,No Key Account,No Key Account,No Key Account Manager,Hag's Shops Mussum,Noemí Brown
97471335,Malaxer,No Key Account,No Key Account,No Key Account Manager,Hagalbar's Exports Malaxer,Danielle Kidawa
61596124,Mucklestones,No Key Account,No Key Account,No Key Account Manager,Hagalbar's Livestock Mucklestones,Jeffrey Traetta
94788336,Easting,No Key Account,No Key Account,No Key Account Manager,Hagalbar's Trades Easting,Saban Henderson
52479411,Caer Westphal,No Key Account,No Key Account,No Key Account Manager,Hagar's Armor & Weapons Caer Westphal,Marta Tichá
91552665,Telflamm,No Key Account,No Key Account,No Key Account Manager,Hagar's Rook Telflamm,Ariadna Lombard
29525488,Halagard,No Key Account,No Key Account,No Key Account Manager,Hagar's Scrolls Halagard,Corina Hendriks
34000313,Halagard,Key Account,Bardic College Union,Hector Lightbringer,Halagard Bardic College,None
33358085,Halagard,Key Account,House of Wonders,Aewynn Aasimar,Halagard House of Wonders,None
99230635,Halagard,Key Account,Nobility,Eric the Cleric,Halagard Nobility,None
38188982,Halagard,Key Account,Sprite's & Spirits,Glandarok Lightheart,Halagard Sprite's & Spirits,None
53100364,Halagard,Key Account,Zhentarim,Josette Gonzalez,Halagard Zhentarim,None
63180119,Easting,No Key Account,No Key Account,No Key Account Manager,Hallowed Factories Easting,Mark Franceschi
21045412,Palost Port,No Key Account,No Key Account,No Key Account Manager,Hallowed Instruments Palost Port,William Coste
47583954,Waymoot,No Key Account,No Key Account,No Key Account Manager,Hallowed Pantries Waymoot,Yvonne Livingston
89003210,Silverymoon,No Key Account,No Key Account,No Key Account Manager,Hallowed Transactions Silverymoon,Paweł Trobbiani
18474673,Gauntlgrym,Private Buyer,Private Buyer,Magnus Mortensen,Hans-Henning-Drewes Gauntlgrym,Magnus Mortensen
97508931,Tyraturos,Private Buyer,Private Buyer,Magnus Mortensen,Hans-Jörg-Gutknecht Tyraturos,Magnus Mortensen
12424674,Harrowdale,Key Account,House of Wonders,Aewynn Aasimar,Harrowdale House of Wonders,None
73905112,Yhaunn,No Key Account,No Key Account,No Key Account Manager,Haunted General Goods Yhaunn,Febe Sullivan
94558337,Rauvincross,Private Buyer,Private Buyer,Magnus Mortensen,Heidi-Ponce Rauvincross,Magnus Mortensen
39541719,Tilverton,Private Buyer,Private Buyer,Magnus Mortensen,Heinz-Jürgen-Tlustek Tilverton,Magnus Mortensen
58554479,Yhaunn,No Key Account,No Key Account,No Key Account Manager,Helga's Acqusitions Yhaunn,Josh Blanc
44792342,High Hold,No Key Account,No Key Account,No Key Account Manager,Helga's Distribution Centers High Hold,Apolonia Zacharek
65833282,Ironspur,No Key Account,No Key Account,No Key Account Manager,Helga's Ioun Stones Ironspur,Jeffrey Traetta
26995016,Mucklestones,No Key Account,No Key Account,No Key Account Manager,Helga's Potions & Elixirs Mucklestones,Lauren Masiak
64207794,Heliogabalus,Key Account,Bardic College Union,Hector Lightbringer,Heliogabalus Bardic College,None
73797641,Heliogabalus,Key Account,House of Wonders,Aewynn Aasimar,Heliogabalus House of Wonders,None
76168228,Heliogabalus,Key Account,Sprite's & Spirits,Glandarok Lightheart,Heliogabalus Sprite's & Spirits,None
83237107,Heliogabalus,Key Account,Zhentarim,Josette Gonzalez,Heliogabalus Zhentarim,None
82312391,Mucklestones,No Key Account,No Key Account,No Key Account Manager,Henndar's Elixirs Mucklestones,Yvonne Livingston
62283879,Ravenstone,No Key Account,No Key Account,No Key Account Manager,Henndar's Hammers & Anvils Ravenstone,Sandra Carlier
62906948,Calimport,No Key Account,No Key Account,No Key Account Manager,Henndar's Ioun Stones Calimport,François Lewis
56378559,Gnarhelm,No Key Account,No Key Account,No Key Account Manager,Henri's Achery Gnarhelm,Rachel Rychcik
36337357,Fort Calim,No Key Account,No Key Account,No Key Account Manager,Henri's Acqusitions Fort Calim,Federico Zirme
75401564,Fort Calim,No Key Account,No Key Account,No Key Account Manager,Henri's Tools & Kits Fort Calim,Josh Blanc
49304834,Ironmaster,Private Buyer,Private Buyer,Magnus Mortensen,Henriette-Bruneau Ironmaster,Magnus Mortensen
52713678,Heptios,Key Account,Bardic College Union,Hector Lightbringer,Heptios Bardic College,None
61394098,Heptios,Key Account,House of Wonders,Aewynn Aasimar,Heptios House of Wonders,None
49032617,Heptios,Key Account,Nobility,Eric the Cleric,Heptios Nobility,None
27574512,Heptios,Key Account,Sprite's & Spirits,Glandarok Lightheart,Heptios Sprite's & Spirits,None
45088852,Heptios,Key Account,Zhentarim,Josette Gonzalez,Heptios Zhentarim,None
57128225,Sunderstaad,No Key Account,No Key Account,No Key Account Manager,Heron's Exports Sunderstaad,Yvonne Livingston
60678189,Waymoot,No Key Account,No Key Account,No Key Account Manager,Heron's Outlets Waymoot,Heather Nugnes
23297352,Amphail,No Key Account,No Key Account,No Key Account Manager,Heron's Rods & Staves Amphail,Bruno Kadlec
14854575,The Smoking Keep,No Key Account,No Key Account,No Key Account Manager,Heron's Workrooms The Smoking Keep,Christina Hendrix
45966199,Lyrabar,No Key Account,No Key Account,No Key Account Manager,Hezra's Wears Lyrabar,William Coste
49679963,Gundbarg,No Key Account,No Key Account,No Key Account Manager,Hidden Artifacts Gundbarg,Paweł Trobbiani
30304094,Mount Talath,No Key Account,No Key Account,No Key Account Manager,Hidden Portals Mount Talath,Szymon Joyce
30943939,Berranzo,No Key Account,No Key Account,No Key Account Manager,Hidden Workshops Berranzo,Rafał Jackson
81902596,Riatavin,No Key Account,No Key Account,No Key Account Manager,High-Quality Mounts Riatavin,Marleen Roy
34883300,Sundrah,No Key Account,No Key Account,No Key Account Manager,High-Quality Potions & Elixirs Sundrah,Saban Henderson
96908583,Candlekeep,No Key Account,No Key Account,No Key Account Manager,High-Quality Trades Candlekeep,Saban Henderson
50096572,Urmlaspyr,No Key Account,No Key Account,No Key Account Manager,Hilario's Potions & More Urmlaspyr,Febe Sullivan
73353613,Targos,No Key Account,No Key Account,No Key Account Manager,Hilario's Repositories Targos,Ralf-Dieter Materka
11707071,Bloodstone (Damara),Private Buyer,Private Buyer,Magnus Mortensen,Hilde-Striebitz Bloodstone (Damara),Magnus Mortensen
93771302,Hlath,Key Account,Bardic College Union,Hector Lightbringer,Hlath Bardic College,None
53390528,Hlath,Key Account,House of Wonders,Aewynn Aasimar,Hlath House of Wonders,None
42221342,Hlath,Key Account,Nobility,Eric the Cleric,Hlath Nobility,None
34948636,Hlath,Key Account,Sprite's & Spirits,Glandarok Lightheart,Hlath Sprite's & Spirits,None
99599197,Hlath,Key Account,Zhentarim,Josette Gonzalez,Hlath Zhentarim,None
46731073,Dashadjen,No Key Account,No Key Account,No Key Account Manager,Hobbyist's Consignments Dashadjen,Corina Hendriks
21527219,Telos City,No Key Account,No Key Account,No Key Account Manager,Hobbyist's Outlets Telos City,Federico Zirme
94043364,Huzuz,No Key Account,No Key Account,No Key Account Manager,Holly's Artifacts Huzuz,Bruno Kadlec
44212318,Huzuz,No Key Account,No Key Account,No Key Account Manager,Holly's Clothing & Hides Huzuz,Gabrielle Cameron
39664143,Dusk Hold,No Key Account,No Key Account,No Key Account Manager,Holly's Vaults Dusk Hold,Noemí Brown
52390183,Holondeth,Key Account,Bardic College Union,Hector Lightbringer,Holondeth Bardic College,None
48727676,Holondeth,Key Account,House of Wonders,Aewynn Aasimar,Holondeth House of Wonders,None
79454761,Zazesspur,No Key Account,No Key Account,No Key Account Manager,Hortense's Armor & Weapons Zazesspur,Isabelle Vávrová
43716709,Duskan,No Key Account,No Key Account,No Key Account Manager,Hortense's Garages Duskan,Deborah Novotná
13581061,Maur-Eturo,Private Buyer,Private Buyer,Magnus Mortensen,Howard-Miller Maur-Eturo,Magnus Mortensen
37084931,Messemprar,No Key Account,No Key Account,No Key Account Manager,Hubertine's Blacksmithing Messemprar,Deborah Novotná
86261551,Myratma,No Key Account,No Key Account,No Key Account Manager,Hugo's Factories Myratma,Apolonia Zacharek
24350347,Duskan,No Key Account,No Key Account,No Key Account Manager,Hugo's Parlours Duskan,Mark Franceschi
97273485,Beregost,No Key Account,No Key Account,No Key Account Manager,Hugo's Repositories Beregost,Isabelle Vávrová
83632577,Jalanthar,No Key Account,No Key Account,No Key Account Manager,Hunter's Consignments Jalanthar,Jeffrey Traetta
83133989,Huzuz,Key Account,House of Wonders,Aewynn Aasimar,Huzuz House of Wonders,None
12943886,Huzuz,Key Account,Nobility,Eric the Cleric,Huzuz Nobility,None
91058303,Huzuz,Key Account,Sprite's & Spirits,Glandarok Lightheart,Huzuz Sprite's & Spirits,None
95943823,Huzuz,Key Account,Zhentarim,Josette Gonzalez,Huzuz Zhentarim,None
88177523,Red Larch,Private Buyer,Private Buyer,Magnus Mortensen,Hynek-Hájek Red Larch,Magnus Mortensen
62132426,Old Vaelan,Private Buyer,Private Buyer,Magnus Mortensen,Hélène-Samson Old Vaelan,Magnus Mortensen
40387028,Skuld,Private Buyer,Private Buyer,Magnus Mortensen,Iain-Martin-Roberts Skuld,Magnus Mortensen
69138595,Baldur's Gate,No Key Account,No Key Account,No Key Account Manager,Ibán's Rook Baldur's Gate,Jérôme Dyrek
39417010,Blackstone,Private Buyer,Private Buyer,Magnus Mortensen,Ida-Panicz Blackstone,Magnus Mortensen
33713004,Urmlaspyr,No Key Account,No Key Account,No Key Account Manager,Ignacy's Boutiques Urmlaspyr,Deborah Novotná
44008226,Amphail,No Key Account,No Key Account,No Key Account Manager,Ignacy's Oddities Amphail,Lilly Álvaro
55974637,Phant,No Key Account,No Key Account,No Key Account Manager,Ignacy's Outlets Phant,Febe Sullivan
98289810,Targos,No Key Account,No Key Account,No Key Account Manager,Ignacy's Trades Targos,Christina Hendrix
34791952,Palost Port,No Key Account,No Key Account,No Key Account Manager,Ilaria's Crafts Palost Port,Josh Blanc
19588411,Iljak,No Key Account,No Key Account,No Key Account Manager,Ilaria's Goblins & Go Iljak,Lauren Masiak
34745882,Erebos,No Key Account,No Key Account,No Key Account Manager,Ilaria's Magics Erebos,Linda Hensley
19312265,High Hold,No Key Account,No Key Account,No Key Account Manager,Ilaria's Shields High Hold,Kristin Grifeo
22927689,New Sarshel,No Key Account,No Key Account,No Key Account Manager,Ilaria's Studios New Sarshel,Josh Blanc
80968261,Lyrabar,No Key Account,No Key Account,No Key Account Manager,Ilaria's Wall-Market Lyrabar,Marleen Roy
17116608,Waterdeep,No Key Account,No Key Account,No Key Account Manager,Ileana's Elixirs Waterdeep,Jeffrey Traetta
51701421,Eveningstar,No Key Account,No Key Account,No Key Account Manager,Ileana's Rods & Staves Eveningstar,Bridget Tichá
46001932,Iljak,Key Account,Bardic College Union,Hector Lightbringer,Iljak Bardic College,None
32293620,Iljak,Key Account,House of Wonders,Aewynn Aasimar,Iljak House of Wonders,None
46983301,Iljak,Key Account,Zhentarim,Josette Gonzalez,Iljak Zhentarim,None
88375931,Ilmwatch,Key Account,House of Wonders,Aewynn Aasimar,Ilmwatch House of Wonders,None
22555671,Ilmwatch,Key Account,Nobility,Eric the Cleric,Ilmwatch Nobility,None
76607061,Ilmwatch,Key Account,Sprite's & Spirits,Glandarok Lightheart,Ilmwatch Sprite's & Spirits,None
40784272,Ilmwatch,Key Account,Zhentarim,Josette Gonzalez,Ilmwatch Zhentarim,None
12484943,Eshpurta,No Key Account,No Key Account,No Key Account Manager,Imperfect Auctions Eshpurta,Ralf-Dieter Materka
87089889,Skuld,No Key Account,No Key Account,No Key Account Manager,Imperfect Blades Skuld,Ruperta Douglas
90631708,The Nath,No Key Account,No Key Account,No Key Account Manager,Imperfect Books The Nath,Heather Nugnes
77702177,Messemprar,No Key Account,No Key Account,No Key Account Manager,Imperfect Trades Messemprar,Paulina Ellis
34448899,Trademeet,No Key Account,No Key Account,No Key Account Manager,Indestructable Blacksmithing Trademeet,Ksawery Williams
63012697,Singing Sands,No Key Account,No Key Account,No Key Account Manager,Indestructable Boats & Floats Singing Sands,Mária Steele
13244211,Eveningstar,No Key Account,No Key Account,No Key Account Manager,Indestructable Rarities Eveningstar,Mária Steele
96653223,Caer Westphal,No Key Account,No Key Account,No Key Account Manager,Indestructable Souvenirs Caer Westphal,William Coste
65491398,Mereu,Private Buyer,Private Buyer,Magnus Mortensen,Ing.-Rena-Misicher-B.Sc. Mereu,Magnus Mortensen
41608457,Palost Port,No Key Account,No Key Account,No Key Account Manager,Innovative Goods Palost Port,Yvonne Livingston
57204826,Mulsantir,No Key Account,No Key Account,No Key Account Manager,Inocencio's Aviation Mulsantir,Margaret Toscanini
19297723,Menzoberranzan,No Key Account,No Key Account,No Key Account Manager,Inocencio's Clothing & Hides Menzoberranzan,Danielle Kidawa
77862386,Maralith,No Key Account,No Key Account,No Key Account Manager,Inocencio's Foundries Maralith,Ralf-Dieter Materka
97941849,Nexal,No Key Account,No Key Account,No Key Account Manager,Inocencio's Prospecting Nexal,Mark Franceschi
53264605,Jalanthar,No Key Account,No Key Account,No Key Account Manager,Inocencio's Rarities Jalanthar,Ralf-Dieter Materka
52430112,Phant,No Key Account,No Key Account,No Key Account Manager,Irene's Adventuring Phant,William Coste
